clublink,clubdata,phonenumber,mailaddress,webpage
Gymnastik-Klub Fennpfuhl e. V.,"Gymnastik-Klub Fennpfuhl e. V.

     Landsberger Allee 200 

     10367 Berlin",9752960,null,null
Viabewegt e. V.,"Viabewegt e. V.

     Schönhauser Allee 175 

     10119 Berlin",91205619,w.lawen(at)via-berlin(dot)de,null
BSG Tempelhof Central Airport,"BSG Tempelhof Central Airport

     Köpenicker Straße 165 

     12355 Berlin",6631106,null,null
Tischtennisverein 1990 Friedrichsfelde e. V.,"Tischtennisverein 1990 Friedrichsfelde e. V.

     Hirtestraße 21 

     12555 Berlin",6563096,spychalski.tt(at)web(dot)de,www.ttv-friedrichsfelde.de
Modernes Sport Karate Berlin e. V.,"Modernes Sport Karate Berlin e. V.

     Rathenower Straße 35 

     10559 Berlin",39885433,schneidd(at)mathematik.hu-berlin(dot)de,msk-berlin.de
Reitverein Deutschlandhalle Berlin e. V.,"Reitverein Deutschlandhalle Berlin e. V.

     Kurfürstendamm 207-208 

     10719 Berlin",(030) 520 05 69-0,info(at)reitverein-deutschlandhalle(dot)de,www.reitverein-deutschlandhalle.de
Kanu-Club Zugvogel Berlin e. V.,"Kanu-Club Zugvogel Berlin e. V.

     Konkordiastr. 11 

     13595 Berlin",1712827237,info(at)Zugvogel-eV(dot)de,www.Zugvogel-eV.de
TuS Lichterfelde Basketball e. V.,"TuS Lichterfelde Basketball e. V.

     Kommandantenstr. 104 

     12205 Berlin",030 69 80 79 23,kontakt(at)tusli-basketball(dot)de,null
Segel-Club Pichelswerder e. V.,"Segel-Club Pichelswerder e. V.

     Orber Str. 1 

     14193 Berlin",4311916,SabineNuetzmann(at)t-online(dot)de,null
1. Berliner Miniaturgolf Sportclub e. V.,"1. Berliner Miniaturgolf Sportclub e. V.

     Ludwigkirchplatz 8 

     10719 Berlin",881 55 80,Gabi.Fuchs(at)t-online(dot)de,www.1-bmsc.de
Tae Kwon Do Devils Berlin e. V.,"Tae Kwon Do Devils Berlin e. V.

     Salzwedeler Straße 7 

     10559 Berlin",3969657,birgit.21(at)web(dot)de,null
Wandersportverein Gut Fuß Berlin e. V.,"Wandersportverein Gut Fuß Berlin e. V.

     Neltestraße 15 

     12489 Berlin",6711486,p_wiesner(at)t-online(dot)de+,wandersportverein-gut-fuss-berlin.com
Jägerheimer Schützen e. V.,"Jägerheimer Schützen e. V.

     Am Wiesengrund 8 

     13158 Berlin",030 55109276,demoma(at)kabelmail(dot)de,null
Volleyballverein Eintracht - Zwietracht,"Volleyballverein Eintracht - Zwietracht

     Kleineweg 17 

     12101 Berlin",785 12 13,null,null
Sportgemeinschaft Empor Hohenschönhausen e. V.,"Sportgemeinschaft Empor Hohenschönhausen e. V.

     Weißenseer Weg 53 

     13053 Berlin",97605154,empor(at)empor-hsh(dot)de,www.empor-hohenschoenhausen.de
Powerkrauts Berlin e. V.,"Powerkrauts Berlin e. V.

     Bredowstraße 33 

     10551 Berlin",3967754,Powerkrauts(at)gmx(dot)de,null
Eissport und Schlittschuh Club 2007 Berlin e. V.,"Eissport und Schlittschuh Club 2007 Berlin e. V.

     Murellenweg 29 

     14052 Berlin",90146844,esc2007berlin(at)gmx(dot)de,schlittschuhclub-berlin.de
Verein für Gesundheitspflege im Südwesten Berlins e. V.,"Verein für Gesundheitspflege im Südwesten Berlins e. V.

     Mühlenstraße 4 

     14167 Berlin","(030)8156375, (030)8032266",e.k.maak(at)t-online(dot)de,null
Beachsport,"Beachsport

      

      Berlin",null,null,null
FC Graue Wölfe e. V.,"FC Graue Wölfe e. V.

     An der Aussicht 41 

     13503 Berlin",null,grauewoelfe03(at)web(dot)de,null
BSG Weberbank Actiengesellschaft,"BSG Weberbank Actiengesellschaft

     Hohenzollerndamm 134 

     14199 Berlin",897 98-533,null,null
Sportgemeinschaft Abgeordnetenhaus von Berlin e. V.,"Sportgemeinschaft Abgeordnetenhaus von Berlin e. V.

     Niederkirchnerstraße 5 

     10111 Berlin",+49 (0)30 2325-2403,o.reimann(at)gruene-fraktion-berlin(dot)de,null
BSG Deutsche Kreditbank AG e. V.,"BSG Deutsche Kreditbank AG e. V.

     Taubenstraße 7 - 9 

     10117 Berlin",120303219,bsg(at)dkb(dot)de,null
Sport Verein Blau Weiss Berlin e. V.,"Sport Verein Blau Weiss Berlin e. V.

     Postfach 11 01 06 

     10831 Berlin",70782407,c.pinetzki(at)svblauweiss(dot)de,www.svblauweiss.de
Bewegt leben e. V.,"Bewegt leben e. V.

     Grasehorstweg 6 

     12589 Berlin",1723027367,info(at)bewegt-leben-ev(dot)de,www.bewegt-leben-ev.de
Sportverein Lichtenberg 01 e. V.,"Sportverein Lichtenberg 01 e. V.

     Goldregenstraße 35 

     12623 Berlin",56594037,sv-ernst(at)sanvt(dot)de,null
Badminton Freunde Heiligensee e. V.,null,null,null,null
Schützenverein St. Hubertus Spandau 01 e. V.,"Schützenverein St. Hubertus Spandau 01 e. V.

     Am Hüllepfuhl 47 

     13589 Berlin",37401800,horst-angelika.richter(at)arcor(dot)de,null
1. FC Berlin 06 e. V.,"1. FC Berlin 06 e. V.

     Wilhelmsruher Damm 193 

     13435 Berlin",65219646,info(at)1fcberlin06(dot)de,www.1fcberlin06.de
BSG EFC Berlin e. V.,"BSG EFC Berlin e. V.

      

      Berlin",null,null,null
BSG Blau-Weiß Berthold,"BSG Blau-Weiß Berthold

     Strömannstraße 74 a 

     13125 Berlin",9432321,b-w-berthold(at)web(dot)de,null
Altherrenverband der Akademischen Turnverbindung Arminia-Cheruscia Berlin e. V.,"Altherrenverband der Akademischen Turnverbindung Arminia-Cheruscia Berlin e. V.

     Im Erpelgrund 47 a 

     13503 Berlin",4310680,frank.schlieben(at)gmx(dot)de,www.arminia-cheruscia.de
TopFit e. V.,"TopFit e. V.

     Wilhelm-Wolff-Straße 29 

     13156 Berlin",9163727,topfit-verein(at)gmx(dot)de,null
Fachvereinigung Golf e. V.,"Fachvereinigung Golf e. V.

     Hanns-Braun-Straße 1 

     14053 Berlin",92256022,vorstand(at)fachvereinigung-golf(dot)de,www.fachvereinigung-golf.de
Tauchsportclub Marzahn e.V.,"Tauchsportclub Marzahn e.V.

     Fanny-Zobel-Straße 48 

     12435 Berlin",54779227,jochen-lehmann(at)gmx(dot)net,www.tc-marzahn.de
Fußball Klub Makedonija e. V.,"Fußball Klub Makedonija e. V.

     Blücherstraße 42 

     10961 Berlin",6157505; 01769650720,fkmakedonija(at)web(dot)de,null
Funakoshi (Sohn) Karate Do Berlin e. V.,"Funakoshi (Sohn) Karate Do Berlin e. V.

     Am Tierpark 48 

     10319 Berlin",1777616451,FKDBerlin(at)gmx(dot)de,null
Köpenicker Badminton Club e. V.,"Köpenicker Badminton Club e. V.

     Suevenstr. 24a 

     12524 Berlin",0157 50118221,renemue(at)koepenickerbc(dot)de,www.koepenickerbc.de
Bezirksverband Oberhavel-Tegeler See,"Bezirksverband Oberhavel-Tegeler See

      

      Berlin",null,null,null
Gleichgewicht e. V.,"Gleichgewicht e. V.

     Gäblerstraße 11 b 

     13086 Berlin",92799463,gleichgewicht(at)gmail(dot)com,null
Ray's Dartclub Berlin e.V.,"Ray's Dartclub Berlin e.V.

     Torfstr. 9 

     13353 Berlin",0176 20182477,Vorstand(at)rays-dc-berlin(dot)de,www.rays-dc-berlin.de
BSG der BVGer Zehlendorf,"BSG der BVGer Zehlendorf

     Sundgauer Straße 86 

     14169 Berlin",8121314,bvg_zehlendorf(at)kabelmail(dot)de,null
Sportgemeinschaft Waidmannslust,"Sportgemeinschaft Waidmannslust

     Roedernallee 166 

     13407 Berlin",64821333,strauchy(at)web(dot)de,www.Waidmannslust.com
SV Fortuna Tischtennis e. V.,"SV Fortuna Tischtennis e. V.

     Quickborner Str. 87 

     13439 Berlin",70 7120 08,maschke-dieter(at)web(dot)de,null
Sportgemeinschaft Empor Pankow 49 e. V.,"Sportgemeinschaft Empor Pankow 49 e. V.

     Waldstraße 22 

     13156 Berlin",47376967,anne(at)atelier18(dot)de,www.empor-pankow.de
Historische Schützen,"Historische Schützen

      

      Berlin",null,null,null
Sport Club Schmargendorf 09 e. V.,"Sport Club Schmargendorf 09 e. V.

     Kaiser-Friedrich-Straße 51 

     10627 Berlin",0176-209 054 85,sc-schmargendorf09(at)gmx(dot)de,null
Berliner Turnerschaft Korporation Turn- und Sportverein e. V.,"Berliner Turnerschaft Korporation Turn- und Sportverein e. V.

     Buschkrugallee 163 

     12359 Berlin",665 19 92,info(at)berlinerturnerschaft(dot)de,http://www.berlinerturnerschaft.de
Verein für Bewegungsspiele Sperber Neukölln e. V.,"Verein für Bewegungsspiele Sperber Neukölln e. V.

     Kirchgasse 7 

     12043 Berlin",17775072858,zwickjohannes(at)yahoo(dot)de,null
Sportliche Vereinigung Süden 09 e. V.,"Sportliche Vereinigung Süden 09 e. V.

     Postfach 424001 

     12082 Berlin",030/705 34 59,null,www.sueden-09.de
DJK Senioren Sport e. V.,"DJK Senioren Sport e. V.

     Duisburger Str. 2 a 

     10707 Berlin",88917812,djk-seniorensport-berlin(at)arcor(dot)de,null
Tischtennisgemeinschaft Mitte 2010,"Tischtennisgemeinschaft Mitte 2010

     Brienzer Straße 15 

     13407 Berlin",4538577,p.i.lind(at)kabelmail(dot)de,null
Sportverein Weberwiese e. V.,"Sportverein Weberwiese e. V.

     Am Schweizer Garten 2 

     10407 Berlin",42089010,InesBerger(at)gmx(dot)de,null
Ringerclub Berlin 90 e. V.,"Ringerclub Berlin 90 e. V.

     Sleipnerstraße 48 

     13089 Berlin",4717277,j.w.maek(at)gmx(dot)de,null
Spreewölfe Berlin e. V.,"Spreewölfe Berlin e. V.

     Alte Brauerei 1 

     10965 Berlin",null,kontakt(at)spreewoelfe(dot)de,www.spreewoelfe.de
Berliner Turn- und Sportverein Friesen e. V.,"Berliner Turn- und Sportverein Friesen e. V.

     Laubenheimer Str. 10 

     14197 Berlin",79013665,info(at)bts-friesen(dot)de,www.bts-friesen.de
BSG Deutsche Bundesbank Berlin,"BSG Deutsche Bundesbank Berlin

     Postfach 12 01 63 

     10591 Berlin",34752620,null,frank.suessbier(at)bundesbank(dot)de
BSG SG Tele-Sport 58,BSG SG Tele-Sport 58,null,null,null
Rudervereinigung Wanderer e. V.,"Rudervereinigung Wanderer e. V.

     Gotenstraße 61 

     10829 Berlin",030/34985-434,hehue(at)gmx(dot)de,null
Speedminton Gekkos Berlin e. V.,"Speedminton Gekkos Berlin e. V.

     Hasenheide 89 

     10967 Berlin",01577-1962411,info(at)gekkos-berlin(dot)de,www.gekkos-berlin.de
TÜV Rheinland,"TÜV Rheinland

      

      Berlin",null,null,null
Sportverein Straßenwesen Berlin von 1979 e. V.,"Sportverein Straßenwesen Berlin von 1979 e. V.

     Gehrenweg 16 

     12526 Berlin",030/92704027,hauptbernd(at)googlemail(dot)com,null
FC Spandau United e. V.,"FC Spandau United e. V.

     Ferbitzer Weg 34 

     13591 Berlin",15118463998,spanutd.2012(at)hotmail(dot)de,null
VELOX Berlin e. V.,"VELOX Berlin e. V.

     Wörtherstraße 4 

     10435 Berlin",44341579,norbert-64(at)t-online(dot)de,null
Vereinigung Märkischer Wanderpaddler e. V.,"Vereinigung Märkischer Wanderpaddler e. V.

     Ullsteinstraße 154 

     12105 Berlin",25621110,kati.goebel(at)gmx(dot)net,null
Anglerverein Fidele Wasserfreunde Oberhavel e. V.,"Anglerverein Fidele Wasserfreunde Oberhavel e. V.

      

     13505 Berlin",030 43662778,mail(at)waldemar-koehler(dot)de,null
Mashira Kyokushin Karate Do e.V.,"Mashira Kyokushin Karate Do e.V.

     Waldemarstr. 66 

     10997 Berlin",null,rab_lamis(at)hotmail(dot)de,null
Sportangler-Verein Blei Oberhavel e. V. 1930,"Sportangler-Verein Blei Oberhavel e. V. 1930

     Ernst-Bruch-Zeile 21 a 

     13591 Berlin",3664986,sav-blei-oberhavel(at)web(dot)de,www.sav-blei-oberhavel.jimdo.com
Fußball-Club Coca-Cola 77,"Fußball-Club Coca-Cola 77

     Wulfila-Ufer 43 

     12105 Berlin",1712231243,null,null
Kanuklub Charlottenburg e. V.,"Kanuklub Charlottenburg e. V.

     Bocksfeldstraße 11 

     13595 Berlin",8912675,webmaster(at)kanuklub-charlottenburg(dot)de,www.Kanuklub-Charlottenburg.de
Akademische Rudergesellschaft zu Berlin e. V.,"Akademische Rudergesellschaft zu Berlin e. V.

     Heerstraße 200 d 

     13595 Berlin",030-3667266,kontakt(at)argberlin(dot)org,www.argberlin.org
IGDIR-Spor e. V.,"IGDIR-Spor e. V.

     Wiesenstraße 17 

     13353 Berlin",null,null,null
Turnbund Absolut Friedrichshain (TBA) e. V.,"Turnbund Absolut Friedrichshain (TBA) e. V.

      

      Berlin",null,null,null
Flugtechnischer Verein Spandau e. V.,"Flugtechnischer Verein Spandau e. V.

     Marienburger Straße 6 

     10405 Berlin",030 9832 8620,vorstand(at)ftv-spandau(dot)de,www.ftv-spandau.de
Yachtclub Berlin-Grünau e. V.,"Yachtclub Berlin-Grünau e. V.

     Müggelseedamm 72 

     12587 Berlin",64197220,mail(at)ycbg(dot)de,www.ycbg.de
Tennis-Club Blau-Weiß Britz 1950 e. V.,"Tennis-Club Blau-Weiß Britz 1950 e. V.

     Isoldestraße 3 

     12159 Berlin",7855193,webmaster(at)tc-britz(dot)de,www.tc-britz.de
Rugby-Club Berlin Grizzlies e. V.,"Rugby-Club Berlin Grizzlies e. V.

     Kilianstraße 39 

     12459 Berlin",1738657835,paesident(at)berlin-grizzlies(dot)de,www.berlin-grizzlies.de
Flux Funino Club e.V.,"Flux Funino Club e.V.

     Wöhlertstr. 5 

     10115 Berlin",0176-64 24 7066,patrick.gag.wagner(at)gmail(dot)com,null
Sportverein Solidarität e.V.,"Sportverein Solidarität e.V.

     Postfach  610 171 

     10922 Berlin",null,sistig(at)mindunited(dot)com,null
1. Fußball Club Besiktas Berlin 2000 e. V.,"1. Fußball Club Besiktas Berlin 2000 e. V.

     Elsgrabenweg 25 

     13587 Berlin",1634055152,fcbesiktas-berlin(at)hotmail(dot)com,null
Schwimm-Club Ostend 1910 e. V.,"Schwimm-Club Ostend 1910 e. V.

     Dreiserstraße 18 

     12587 Berlin",32224307164,info(at)sco1910(dot)de,http://www.sco1910.de
Kajak-Club Albatros 1926 e. V.,"Kajak-Club Albatros 1926 e. V.

     Jüdenstraße 18 

     13597 Berlin",333 87 83,agnes(at)kc-albatros(dot)de,http://www.kc-albatros.de/
Spiel- und Sportverein Rapid e. V.,"Spiel- und Sportverein Rapid e. V.

     Horstweg 32 

     14059 Berlin",84114944,igorlechner(at)web(dot)de,www.ssv-rapid.de
Sport und Anglerverein Früh-Auf Tegel e. V.,"Sport und Anglerverein Früh-Auf Tegel e. V.

     Bernauer Str./ Uferweg 

     13507 Berlin",432 36 46,p.lucas(at)frueh-auf-tegel(dot)de,"www.frueh-auf-tegel,de"
Charlottenburger Fussball Club e. V.,"Charlottenburger Fussball Club e. V.

     Haeselerstraße 17f 

     14050 Berlin",null,null,www.charlottenburgerfc.de
Raketenmodellsport-Club Juri Gagarin Berlin e. V.,"Raketenmodellsport-Club Juri Gagarin Berlin e. V.

     Landsberger Allee 249 

     13055 Berlin",+49 30 9283734,u.brewka(at)rmc-berlin(dot)de,http://www.rmc-berlin.de
Leichtathletikclub Stolpertruppe Berlin e. V.,"Leichtathletikclub Stolpertruppe Berlin e. V.

     Töpchiner Weg 95 

     12349 Berlin",74376818,info(at)stolpertruppe(dot)de,www.stolpertruppe.de
Apollo Reha-Sport e. V.,"Apollo Reha-Sport e. V.

     Hauptstraße 150/151 

     10827 Berlin",null,null,null
'Sport-Spiel-Fitness' Marzahn e. V.,"'Sport-Spiel-Fitness' Marzahn e. V.

     Schwarzwurzelstraße 14 

     12689 Berlin",23367427,null,null
Lichtenberger Sportverein 1990 e. V.,"Lichtenberger Sportverein 1990 e. V.

     Landsberger Allee 222 

     10367 Berlin",030/97601582,waschu(at)blue-cable(dot)de,null
THC Franziskaner Fußball Club e. V.,"THC Franziskaner Fußball Club e. V.

     Falckensteinstraße 46 

     10997 Berlin",6115914,thcb(at)franziskaner-fc(dot)de,thc.franziskaner-fc.de
Fachvereinigung Fußball im BSVB e. V.,"Fachvereinigung Fußball im BSVB e. V.

     Sülzhayner Str. 2 

     12059 Berlin",3036710255,vorstand(at)fvf11(dot)de,www.fvf11.de
Tanzclub Spree-Athen e. V.,"Tanzclub Spree-Athen e. V.

     Ludwig-Renn-Straße 35 

     12679 Berlin",9338572,vorstand(at)spree-athen(dot)de,www.spree-athen.de
BFC Eichkamp e. V.,"BFC Eichkamp e. V.

     Karl-Liebknecht-Str. 11 

     10178 Berlin",1627368213,bfceichkamp(at)googlemail(dot)com,www.bfc-eichkamp.de
Tauchclub Seesterne Berlin e. V.,"Tauchclub Seesterne Berlin e. V.

     Senefelder Straße 31 

     10437 Berlin",null,dblaschke(at)psi(dot)de,null
Rock'n'Roll-Club 'Crazy Kids' Berlin e. V.,"Rock'n'Roll-Club 'Crazy Kids' Berlin e. V.

     Postfach 0158 

     14504 Teltow",15223122632,Vorsitzender(at)Crazy-Kids-Berlin(dot)de,www.crazykids.de
Private Renngemeinschaft Spandau e. V. im ADAC,"Private Renngemeinschaft Spandau e. V. im ADAC

     Im Grund 37a 

     13591 Berlin",7436310,info(at)prs-berlin(dot)de,www.prs-berlin.de
Allgemeiner Sportverein Berlin,"Allgemeiner Sportverein Berlin

     Lehrter Str. 59 

     10557 Berlin",3936532,info(at)asv-berlin-ev(dot)de,www.asv-berlin-ev.de
Fechtgemeinschaft Rotation Berlin e. V.,"Fechtgemeinschaft Rotation Berlin e. V.

     Paul-Grasse-Straße 38 

     10409 Berlin",424 15 84,rotation.berlin(at)fechten(dot)com,www.fechten.com/rotation-berlin
BSG Many Spandau,"BSG Many Spandau

     Ortolanweg 101 

     12359 Berlin",6024104,joachim(at)kulicke-berlin(dot)de,http://www.bsg-many-spandau.de
Bäderspaß,"Bäderspaß

      

      Berlin",null,null,null
Tennisclub im Rundfunk Berlin-Brandenburg e. V.,"Tennisclub im Rundfunk Berlin-Brandenburg e. V.

     Spandauer Damm 150 

     14003 Berlin",030 3061 3700,information(at)tennisclub-rbb(dot)de,www.tennisclub-rbb.de
BSG Schultheiss Berlin,"BSG Schultheiss Berlin

     Lindensteig 9 

     16552 Schildow",9609273,m.kuphal(at)radeberger-gruppe(dot)de,null
1. Squashverein Pankow e. V.,null,null,null,null
Anglerverein Wels e. V.,"Anglerverein Wels e. V.

     Am Bahnhof Westend 2 / Aufg. 3 

     14059 Berlin",38206329,anglerverein.wels.e.v(at)gmx(dot)de,null
Aikido am Müggelsee e. V.,"Aikido am Müggelsee e. V.

     Birkbuschstraße 34 

     12167 Berlin",77190764,m.bermes(at)gmx(dot)de,null
Pichelsberger Rudergesellschaft e. V.,"Pichelsberger Rudergesellschaft e. V.

     Am Havelufer 13 

     14089 Berlin",36282223,cornelia_stark(at)gmx(dot)de,null
Lichtenberger FFC 09 e. V.,"Lichtenberger FFC 09 e. V.

     Hohenschönhauser Straße 75/76 

     10369 Berlin",68073576,null,www.lffc09.de
Fit fürs Leben e. V.,"Fit fürs Leben e. V.

     Ferbitzer Weg 18 

     13591 Berlin",367 28 915 / 0178 620 4532,info-fitfuersleben(at)web(dot)de,null
Betriebssportgemeinschaft OTIS e.V.,"Betriebssportgemeinschaft OTIS e.V.

     Postfach 

     13500 Berlin",4304 2519,klaus.hawacker(at)otis(dot)com,null
Ishin-Kai,"Ishin-Kai

      

      Berlin",null,null,null
Charlottenburger Handball-Club e. V.,"Charlottenburger Handball-Club e. V.

     Wexstraße 32 

     10715 Berlin",8541563,vorstand(at)chc-berlin(dot)de,www.chc-berlin.de
Tisch-Tennis-Club Schwarz-Weiß Rudow,"Tisch-Tennis-Club Schwarz-Weiß Rudow

     Föttingerzeile 43 

     12277 Berlin",70206131,g.boeckmann(at)gmx(dot)de,null
Radsportvereinigung Nord Berlin e. V.,"Radsportvereinigung Nord Berlin e. V.

     Sonnenblumenweg 15 a 

     16548 Glienicke",33056436366,gerdwolschke(at)aol(dot)com,www.berlin-radsport.de/Vereine/nordberlin
Borussia Spandau,"Borussia Spandau

     Brunsbütteler Damm 340 

     13591 Berlin",60509496,knutkessler(at)alice-dsl(dot)de,www.Borussia-Spandau.de
Berliner Golf Club Gatow e. V.,"Berliner Golf Club Gatow e. V.

     Sparnecker Weg 100 

     14089 Berlin",365 00 06,info(at)golfclubgatow(dot)de,www.golfclubgatow.de
Sportgemeinschaft Blankenburg e. V.,"Sportgemeinschaft Blankenburg e. V.

     Straße 45 Nr. 4 

     13125 Berlin",9433566,hannelore-eltner(at)t-online(dot)de,null
Qwan Ki Do - Prenzlauer Berg e. V.,"Qwan Ki Do - Prenzlauer Berg e. V.

     Pasteurstraße 29 

     10407 Berlin",0178-6341478,ay(at)subficial(dot)net,qwankido-prenzlauerberg.de
BSG W & M Berlin Killers SCL e. V.,"BSG W & M Berlin Killers SCL e. V.

      

      Berlin",null,null,null
Pallavoli 2001 e. V.,"Pallavoli 2001 e. V.

     Karlsbergallee 29 b 

     14089  Berlin",030 3657397,pallavoli(at)go4more(dot)de,null
Berliner Schwimm- und Sportclub Germania 1887 e. V.,"Berliner Schwimm- und Sportclub Germania 1887 e. V.

     Lindenstr. 64 

     12529 Schönefeld",03379/3220434,geschaeftsfuehrerin(at)bssc-germania-1887(dot)de,www.bssc-germania-1887.de
Fahrten-Segler Jörsfelde e. V.,"Fahrten-Segler Jörsfelde e. V.

     Pichelsdorfer Straße 92 

     13595 Berlin",30124872,vorstand(at)fsj-berlin(dot)de,www.fsj-berlin.de
Heiligenseer Segel-Club e. V.,"Heiligenseer Segel-Club e. V.

     Zaunkönigweg 9 

     12351 Berlin",030 34507899,antje.foerster(at)heiligenseer-segel-club(dot)de,www.heiligenseer-segel-club.de
SV Sport und Spaß e. V.,"SV Sport und Spaß e. V.

     Ritterstraße 31 

     14513 Teltow",17647738567,sport.spass(at)gmx(dot)de,null
Physio-Fit e. V.,"Physio-Fit e. V.

     Stadtrandstraße 555/ Haus 16b 

     13589 Berlin",370229010,info(at)physio-fit-ev(dot)de,www.physio-fit-ev.de
FC Arsenal Berlin e. V.,"FC Arsenal Berlin e. V.

     Unterbühlenstr. 17b 

     8610 Uster - Schweiz",0171-524 38 36,meinhardt1(at)arcor(dot)de,www.arsenal-berlin.com
1. Fitness- und Gymnastikverein Berlin-Nordost e. V.,"1. Fitness- und Gymnastikverein Berlin-Nordost e. V.

     Lübzer Strasse 22 

     12623 Berlin",null,s.putschkow(at)gmx(dot)de,http://www.fitnessnordost.de
